YEAR1,PLOT,LOC,BLOCK,HARVEST,y,GEN,PHI_y,year,trl,yld,yr,blk,har,plt
2001,34/4,142,4,2,108.6,WD  00516,27.88808327,2002,2001,108.6,2002,4,2,WD  00516
2001,23/1,142,1,2,113.3,WD  01155,28.67329533,2002,2001,113.3,2002,1,2,WD  01155
2001,23/2,142,2,2,128.3,WD  01155,31.10031422,2002,2001,128.3,2002,2,2,WD  01155
2001,23/3,142,3,2,130.9,WD  01155,31.5097713,2002,2001,130.9,2002,3,2,WD  01155
2001,23/4,142,4,2,129.8,WD  01155,31.33692014,2002,2001,129.8,2002,4,2,WD  01155
2001,24/1,142,1,2,131.7,WD  01158,31.63513475,2002,2001,131.7,2002,1,2,WD  01158
2001,24/2,142,2,2,128.4,WD  01158,31.11612053,2002,2001,128.4,2002,2,2,WD  01158
2001,24/3,142,3,2,122.5,WD  01158,30.17536856,2002,2001,122.5,2002,3,2,WD  01158
2001,24/4,142,4,2,137.1,WD  01158,32.47389655,2002,2001,137.1,2002,4,2,WD  01158
2001,21/1,142,1,2,128.5,WD  00411,31.13192217,2002,2001,128.5,2002,1,2,WD  00411
2001,21/2,142,2,2,134.8,WD  00411,32.11820972,2002,2001,134.8,2002,2,2,WD  00411
2001,21/3,142,3,2,129.7,WD  00411,31.32117885,2002,2001,129.7,2002,3,2,WD  00411
2001,21/4,142,4,2,147.3,WD  00411,34.02474264,2002,2001,147.3,2002,4,2,WD  00411
2002,11/1,0645,1,1,131.2,WD  01200,31.55681662,2002,2002,131.2,2002,1,1,WD  01200
2002,11/2,0645,2,1,137.2,WD  01200,32.48930954,2002,2002,137.2,2002,2,1,WD  01200
2002,11/3,0645,3,1,131.1,WD  01200,31.5411394,2002,2002,131.1,2002,3,1,WD  01200
2002,11/4,0645,4,1,115.8,WD  01200,29.0859122,2002,2002,115.8,2002,4,1,WD  01200
2002,5/1,0645,1,1,124.4,WD  00883,30.48016518,2002,2002,124.4,2002,1,1,WD  00883
2002,5/2,0645,2,1,113.1,WD  00883,28.64013729,2002,2002,113.1,2002,2,1,WD  00883
2002,5/3,0645,3,1,117.8,WD  00883,29.41357352,2002,2002,117.8,2002,3,1,WD  00883
2002,5/4,0645,4,1,103.4,WD  00883,27.00412816,2002,2002,103.4,2002,4,1,WD  00883
2002,3/1,0645,1,1,138.2,WD  00751,32.64320542,2002,2002,138.2,2002,1,1,WD  00751
2002,3/2,0645,2,1,149.7,WD  00751,34.38364754,2002,2002,149.7,2002,2,1,WD  00751
2002,3/3,0645,3,1,129,WD  00751,31.21086039,2002,2002,129,2002,3,1,WD  00751
2002,3/4,0645,4,1,131.6,WD  00751,31.61948018,2002,2002,131.6,2002,4,1,WD  00751
2002,35/1,0645,1,1,133.5,WD  01232,31.91614939,2002,2002,133.5,2002,1,1,WD  01232
2002,35/2,0645,2,1,110.3,WD  01232,28.17355927,2002,2002,110.3,2002,2,1,WD  01232
2002,35/3,0645,3,1,136.5,WD  01232,32.38132872,2002,2002,136.5,2002,3,1,WD  01232
2002,35/4,0645,4,1,127.3,WD  01232,30.94199271,2002,2002,127.3,2002,4,1,WD  01232
2002,20/1,0645,1,1,131.2,WD  00518,31.55681662,2002,2002,131.2,2002,1,1,WD  00518
2002,20/2,0645,2,1,125.2,WD  00518,30.60797076,2002,2002,125.2,2002,2,1,WD  00518
2002,20/3,0645,3,1,116.9,WD  00518,29.26638966,2002,2002,116.9,2002,3,1,WD  00518
2002,20/4,0645,4,1,130.3,WD  00518,31.41555757,2002,2002,130.3,2002,4,1,WD  00518
2002,2/1,0645,1,1,136.6,WD  00609,32.39676741,2002,2002,136.6,2002,1,1,WD  00609
2002,2/2,0645,2,1,128,WD  00609,31.05286716,2002,2002,128,2002,2,1,WD  00609
2002,2/3,0645,3,1,138.3,WD  00609,32.6585717,2002,2002,138.3,2002,3,1,WD  00609
2002,2/4,0645,4,1,126.5,WD  00609,30.81499497,2002,2002,126.5,2002,4,1,WD  00609
2002,21/1,0645,1,1,135.2,WD  00555,32.18023297,2002,2002,135.2,2002,1,1,WD  00555
2002,21/2,0645,2,1,109.5,WD  00555,28.03942747,2002,2002,109.5,2002,2,1,WD  00555
2002,21/3,0645,3,1,119.9,WD  00555,29.7553509,2002,2002,119.9,2002,3,1,WD  00555
2002,21/4,0645,4,1,120.6,WD  00555,29.86877017,2002,2002,120.6,2002,4,1,WD  00555
2002,16/1,0645,1,1,137.1,WD  01220,32.47389655,2002,2002,137.1,2002,1,1,WD  01220
2002,16/2,0645,2,1,135.5,WD  01220,32.22670466,2002,2002,135.5,2002,2,1,WD  01220
2002,16/3,0645,3,1,134,WD  01220,31.993953,2002,2002,134,2002,3,1,WD  01220
2002,16/4,0645,4,1,115.1,WD  01220,28.97072365,2002,2002,115.1,2002,4,1,WD  01220
2002,33/1,0645,1,1,140.4,WD  01224,32.9802948,2002,2002,140.4,2002,1,1,WD  01224
2002,33/2,0645,2,1,137.4,WD  01224,32.52012273,2002,2002,137.4,2002,2,1,WD  01224
2002,33/3,0645,3,1,143.5,WD  01224,33.4518975,2002,2002,143.5,2002,3,1,WD  01224
2002,33/4,0645,4,1,115.7,WD  01224,29.06947293,2002,2002,115.7,2002,4,1,WD  01224
2002,14/1,0645,1,1,125.2,WD  01216,30.60797076,2002,2002,125.2,2002,1,1,WD  01216
2002,14/2,0645,2,1,118.1,WD  01216,29.46253977,2002,2002,118.1,2002,2,1,WD  01216
2002,14/3,0645,3,1,122.9,WD  01216,30.23968471,2002,2002,122.9,2002,3,1,WD  01216
2002,14/4,0645,4,1,118.2,WD  01216,29.47885134,2002,2002,118.2,2002,4,1,WD  01216
2002,32/1,0645,1,1,155.4,WD  01222,35.22739659,2002,2002,155.4,2002,1,1,WD  01222
2002,32/2,0645,2,1,131.6,WD  01222,31.61948018,2002,2002,131.6,2002,2,1,WD  01222
2002,32/3,0645,3,1,139.6,WD  01222,32.85795068,2002,2002,139.6,2002,3,1,WD  01222
2002,32/4,0645,4,1,116.4,WD  01222,29.18443481,2002,2002,116.4,2002,4,1,WD  01222
2002,19/1,0645,1,1,136.2,WD  01234,32.33498684,2002,2002,136.2,2002,1,1,WD  01234
2002,19/2,0645,2,1,130,WD  01234,31.3683889,2002,2002,130,2002,2,1,WD  01234
2002,19/3,0645,3,1,135,WD  01234,32.14923008,2002,2002,135,2002,3,1,WD  01234
2002,19/4,0645,4,1,128.9,WD  01234,31.19508206,2002,2002,128.9,2002,4,1,WD  01234
2002,24/1,0645,1,1,170.9,WD  01189,37.46434748,2002,2002,170.9,2002,1,1,WD  01189
2002,24/2,0645,2,1,142.9,WD  01189,33.36092406,2002,2002,142.9,2002,2,1,WD  01189
2002,24/3,0645,3,1,152.9,WD  01189,34.85880464,2002,2002,152.9,2002,3,1,WD  01189
2002,24/4,0645,4,1,152.6,WD  01189,34.81442025,2002,2002,152.6,2002,4,1,WD  01189
2002,25/1,0645,1,1,143.7,WD  01190,33.48218985,2002,2002,143.7,2002,1,1,WD  01190
2002,25/2,0645,2,1,142.1,WD  01190,33.23940003,2002,2002,142.1,2002,2,1,WD  01190
2002,25/3,0645,3,1,134.8,WD  01190,32.11820972,2002,2002,134.8,2002,3,1,WD  01190
2002,25/4,0645,4,1,134.5,WD  01190,32.07164637,2002,2002,134.5,2002,4,1,WD  01190
2002,23/1,0645,1,1,141.6,WD  01188,33.16331548,2002,2002,141.6,2002,1,1,WD  01188
2002,23/2,0645,2,1,142.4,WD  01188,33.28500193,2002,2002,142.4,2002,2,1,WD  01188
2002,23/3,0645,3,1,145.2,WD  01188,33.70887403,2002,2002,145.2,2002,3,1,WD  01188
2002,23/4,0645,4,1,119,WD  01188,29.60915571,2002,2002,119,2002,4,1,WD  01188
2002,31/1,0645,1,1,152.1,WD  01217,34.74037251,2002,2002,152.1,2002,1,1,WD  01217
2002,31/2,0645,2,1,129,WD  01217,31.21086039,2002,2002,129,2002,2,1,WD  01217
2002,31/3,0645,3,1,149.5,WD  01217,34.35382272,2002,2002,149.5,2002,3,1,WD  01217
2002,31/4,0645,4,1,137,WD  01217,32.45847928,2002,2002,137,2002,4,1,WD  01217
2002,15/1,0645,1,1,135,WD  01219,32.14923008,2002,2002,135,2002,1,1,WD  01219
2002,15/2,0645,2,1,126.6,WD  01219,30.83088634,2002,2002,126.6,2002,2,1,WD  01219
2002,15/3,0645,3,1,132.3,WD  01219,31.72896753,2002,2002,132.3,2002,3,1,WD  01219
2002,15/4,0645,4,1,111.7,WD  01219,28.40740383,2002,2002,111.7,2002,4,1,WD  01219
2002,27/1,0645,1,1,133.9,WD  01209,31.97840111,2002,2002,133.9,2002,1,1,WD  01209
2002,27/2,0645,2,1,122.5,WD  01209,30.17536856,2002,2002,122.5,2002,2,1,WD  01209
2002,27/3,0645,3,1,140.5,WD  01209,32.99556916,2002,2002,140.5,2002,3,1,WD  01209
2002,27/4,0645,4,1,132.9,WD  01209,31.82263874,2002,2002,132.9,2002,4,1,WD  01209
2002,17/1,0645,1,1,134.3,WD  01230,32.04058222,2002,2002,134.3,2002,1,1,WD  01230
2002,17/2,0645,2,1,128.4,WD  01230,31.11612053,2002,2002,128.4,2002,2,1,WD  01230
2002,17/3,0645,3,1,129.5,WD  01230,31.28968242,2002,2002,129.5,2002,3,1,WD  01230
2002,17/4,0645,4,1,113.3,WD  01230,28.67329533,2002,2002,113.3,2002,4,1,WD  01230
2002,22/1,0645,1,1,134.5,WD  00411,32.07164637,2002,2002,134.5,2002,1,1,WD  00411
2002,22/2,0645,2,1,129.5,WD  00411,31.28968242,2002,2002,129.5,2002,2,1,WD  00411
2002,22/3,0645,3,1,120.8,WD  00411,29.90112969,2002,2002,120.8,2002,3,1,WD  00411
2002,22/4,0645,4,1,127.6,WD  00411,30.98953862,2002,2002,127.6,2002,4,1,WD  00411
2002,30/1,0645,1,1,168.6,WD  01214,37.13744053,2002,2002,168.6,2002,1,1,WD  01214
2002,30/2,0645,2,1,146.8,WD  01214,33.94969188,2002,2002,146.8,2002,2,1,WD  01214
2002,30/3,0645,3,1,132.7,WD  01214,31.79143289,2002,2002,132.7,2002,3,1,WD  01214
2002,30/4,0645,4,1,149.2,WD  01214,34.30905706,2002,2002,149.2,2002,4,1,WD  01214
2002,36/1,0645,1,1,151.3,WD  01235,34.62170344,2002,2002,151.3,2002,1,1,WD  01235
2002,36/2,0645,2,1,130.3,WD  01235,31.41555757,2002,2002,130.3,2002,2,1,WD  01235
2002,36/3,0645,3,1,144.3,WD  01235,33.57297091,2002,2002,144.3,2002,3,1,WD  01235
2002,36/4,0645,4,1,131.4,WD  01235,31.58815746,2002,2002,131.4,2002,4,1,WD  01235
2002,11/1,0645,1,2,48.8,WD  01200,16.3525885,2003,2002,48.8,2003,1,2,WD  01200
2002,11/2,0645,2,2,44.6,WD  01200,15.37759352,2003,2002,44.6,2003,2,2,WD  01200
2002,11/3,0645,3,2,36.6,WD  01200,13.41768459,2003,2002,36.6,2003,3,2,WD  01200
2002,11/4,0645,4,2,41.1,WD  01200,14.53812118,2003,2002,41.1,2003,4,2,WD  01200
2002,5/1,0645,1,2,39.6,WD  00883,14.17007705,2003,2002,39.6,2003,1,2,WD  00883
2002,5/2,0645,2,2,38.2,WD  00883,13.82175949,2003,2002,38.2,2003,2,2,WD  00883
2002,5/3,0645,3,2,43.2,WD  00883,15.04492049,2003,2002,43.2,2003,3,2,WD  00883
2002,5/4,0645,4,2,29.8,WD  00883,11.61926414,2003,2002,29.8,2003,4,2,WD  00883
2002,3/1,0645,1,2,47.2,WD  00751,15.98507299,2003,2002,47.2,2003,1,2,WD  00751
2002,3/2,0645,2,2,47,WD  00751,15.93880305,2003,2002,47,2003,2,2,WD  00751
2002,3/3,0645,3,2,50.8,WD  00751,16.80560615,2003,2002,50.8,2003,3,2,WD  00751
2002,3/4,0645,4,2,48.4,WD  00751,16.26114439,2003,2002,48.4,2003,4,2,WD  00751
2002,35/1,0645,1,2,59.8,WD  01232,18.76569754,2003,2002,59.8,2003,1,2,WD  01232
2002,35/2,0645,2,2,40.4,WD  01232,14.36701391,2003,2002,40.4,2003,2,2,WD  01232
2002,35/3,0645,3,2,58,WD  01232,18.38317657,2003,2002,58,2003,3,2,WD  01232
2002,35/4,0645,4,2,43,WD  01232,14.99706353,2003,2002,43,2003,4,2,WD  01232
2002,20/1,0645,1,2,45.9,WD  00518,15.68296796,2003,2002,45.9,2003,1,2,WD  00518
2002,20/2,0645,2,2,42.2,WD  00518,14.80478359,2003,2002,42.2,2003,2,2,WD  00518
2002,20/3,0645,3,2,46.4,WD  00518,15.79954218,2003,2002,46.4,2003,3,2,WD  00518
2002,20/4,0645,4,2,38.7,WD  00518,13.94670678,2003,2002,38.7,2003,4,2,WD  00518
2002,2/1,0645,1,2,41.8,WD  00609,14.70812457,2003,2002,41.8,2003,1,2,WD  00609
2002,2/2,0645,2,2,42.5,WD  00609,14.87704953,2003,2002,42.5,2003,2,2,WD  00609
2002,2/3,0645,3,2,45.3,WD  00609,15.54243997,2003,2002,45.3,2003,3,2,WD  00609
2002,2/4,0645,4,2,47,WD  00609,15.93880305,2003,2002,47,2003,4,2,WD  00609
2002,21/1,0645,1,2,51.2,WD  00555,16.89539057,2003,2002,51.2,2003,1,2,WD  00555
2002,21/2,0645,2,2,46.8,WD  00555,15.89245823,2003,2002,46.8,2003,2,2,WD  00555
2002,21/3,0645,3,2,45,WD  00555,15.47191088,2003,2002,45,2003,3,2,WD  00555
2002,21/4,0645,4,2,47.3,WD  00555,16.00818002,2003,2002,47.3,2003,4,2,WD  00555
2002,16/1,0645,1,2,52.3,WD  01220,17.14093392,2003,2002,52.3,2003,1,2,WD  01220
2002,16/2,0645,2,2,42.7,WD  01220,14.92511917,2003,2002,42.7,2003,2,2,WD  01220
2002,16/3,0645,3,2,49.7,WD  01220,16.55730282,2003,2002,49.7,2003,3,2,WD  01220
2002,16/4,0645,4,2,50.9,WD  01220,16.82807736,2003,2002,50.9,2003,4,2,WD  01220
2002,33/1,0645,1,2,50.2,WD  01224,16.67042414,2003,2002,50.2,2003,1,2,WD  01224
2002,33/2,0645,2,2,49.2,WD  01224,16.44374822,2003,2002,49.2,2003,2,2,WD  01224
2002,33/3,0645,3,2,52.7,WD  01224,17.22973479,2003,2002,52.7,2003,3,2,WD  01224
2002,33/4,0645,4,2,44.9,WD  01224,15.44836151,2003,2002,44.9,2003,4,2,WD  01224
2002,14/1,0645,1,2,50.4,WD  01216,16.71555268,2003,2002,50.4,2003,1,2,WD  01216
2002,14/2,0645,2,2,47.4,WD  01216,16.03126849,2003,2002,47.4,2003,2,2,WD  01216
2002,14/3,0645,3,2,52.2,WD  01216,17.11869343,2003,2002,52.2,2003,3,2,WD  01216
2002,14/4,0645,4,2,44.7,WD  01216,15.40120289,2003,2002,44.7,2003,4,2,WD  01216
2002,32/1,0645,1,2,56.6,WD  01222,18.08253258,2003,2002,56.6,2003,1,2,WD  01222
2002,32/2,0645,2,2,48.6,WD  01222,16.30690219,2003,2002,48.6,2003,2,2,WD  01222
2002,32/3,0645,3,2,61.3,WD  01222,19.08113374,2003,2002,61.3,2003,3,2,WD  01222
2002,32/4,0645,4,2,42.3,WD  01222,14.82889386,2003,2002,42.3,2003,4,2,WD  01222
2002,19/1,0645,1,2,48.5,WD  01234,16.28403225,2003,2002,48.5,2003,1,2,WD  01234
2002,19/2,0645,2,2,54.6,WD  01234,17.64809108,2003,2002,54.6,2003,2,2,WD  01234
2002,19/3,0645,3,2,46.2,WD  01234,15.75297006,2003,2002,46.2,2003,3,2,WD  01234
2002,19/4,0645,4,2,46.7,WD  01234,15.8692576,2003,2002,46.7,2003,4,2,WD  01234
2002,24/1,0645,1,2,62.5,WD  01189,19.33137579,2003,2002,62.5,2003,1,2,WD  01189
2002,24/2,0645,2,2,53,WD  01189,17.29616745,2003,2002,53,2003,2,2,WD  01189
2002,24/3,0645,3,2,58.3,WD  01189,18.44724001,2003,2002,58.3,2003,3,2,WD  01189
2002,24/4,0645,4,2,63.2,WD  01189,19.47650712,2003,2002,63.2,2003,4,2,WD  01189
2002,25/1,0645,1,2,58.1,WD  01190,18.40454501,2003,2002,58.1,2003,1,2,WD  01190
2002,25/2,0645,2,2,52.2,WD  01190,17.11869343,2003,2002,52.2,2003,2,2,WD  01190
2002,25/3,0645,3,2,63.2,WD  01190,19.47650712,2003,2002,63.2,2003,3,2,WD  01190
2002,25/4,0645,4,2,54.1,WD  01190,17.53854109,2003,2002,54.1,2003,4,2,WD  01190
2002,23/1,0645,1,2,57.1,WD  01188,18.19022638,2003,2002,57.1,2003,1,2,WD  01188
2002,23/2,0645,2,2,51.4,WD  01188,16.94018279,2003,2002,51.4,2003,2,2,WD  01188
2002,23/3,0645,3,2,48.8,WD  01188,16.3525885,2003,2002,48.8,2003,3,2,WD  01188
2002,23/4,0645,4,2,46.6,WD  01188,15.84603809,2003,2002,46.6,2003,4,2,WD  01188
2002,31/1,0645,1,2,51,WD  01217,16.85053181,2003,2002,51,2003,1,2,WD  01217
2002,31/2,0645,2,2,46.6,WD  01217,15.84603809,2003,2002,46.6,2003,2,2,WD  01217
2002,31/3,0645,3,2,50,WD  01217,16.62522722,2003,2002,50,2003,3,2,WD  01217
2002,31/4,0645,4,2,51.7,WD  01217,17.00724716,2003,2002,51.7,2003,4,2,WD  01217
2002,15/1,0645,1,2,59,WD  01219,18.59623622,2003,2002,59,2003,1,2,WD  01219
2002,15/2,0645,2,2,48.9,WD  01219,16.37540496,2003,2002,48.9,2003,2,2,WD  01219
2002,15/3,0645,3,2,45.4,WD  01219,15.56591019,2003,2002,45.4,2003,3,2,WD  01219
2002,15/4,0645,4,2,43.8,WD  01219,15.18798883,2003,2002,43.8,2003,4,2,WD  01219
2002,27/1,0645,1,2,53.3,WD  01209,17.36245739,2003,2002,53.3,2003,1,2,WD  01209
2002,27/2,0645,2,2,46.6,WD  01209,15.84603809,2003,2002,46.6,2003,2,2,WD  01209
2002,27/3,0645,3,2,56,WD  01209,17.95282163,2003,2002,56,2003,3,2,WD  01209
2002,27/4,0645,4,2,51.4,WD  01209,16.94018279,2003,2002,51.4,2003,4,2,WD  01209
2002,17/1,0645,1,2,50.7,WD  01230,16.78311812,2003,2002,50.7,2003,1,2,WD  01230
2002,17/2,0645,2,2,52,WD  01230,17.07416381,2003,2002,52,2003,2,2,WD  01230
2002,17/3,0645,3,2,46.5,WD  01230,15.82279963,2003,2002,46.5,2003,3,2,WD  01230
2002,17/4,0645,4,2,41,WD  01230,14.51374547,2003,2002,41,2003,4,2,WD  01230
2002,22/1,0645,1,2,51.3,WD  00411,16.91779498,2003,2002,51.3,2003,1,2,WD  00411
2002,22/2,0645,2,2,43.8,WD  00411,15.18798883,2003,2002,43.8,2003,2,2,WD  00411
2002,22/3,0645,3,2,50.4,WD  00411,16.71555268,2003,2002,50.4,2003,3,2,WD  00411
2002,22/4,0645,4,2,46.2,WD  00411,15.75297006,2003,2002,46.2,2003,4,2,WD  00411
2002,30/1,0645,1,2,61.6,WD  01214,19.14386746,2003,2002,61.6,2003,1,2,WD  01214
2002,30/2,0645,2,2,48.3,WD  01214,16.23823855,2003,2002,48.3,2003,2,2,WD  01214
2002,30/3,0645,3,2,53.5,WD  01214,17.40657192,2003,2002,53.5,2003,3,2,WD  01214
2002,30/4,0645,4,2,63.8,WD  01214,19.60041991,2003,2002,63.8,2003,4,2,WD  01214
2002,36/1,0645,1,2,61.6,WD  01235,19.14386746,2003,2002,61.6,2003,1,2,WD  01235
2002,36/2,0645,2,2,44.8,WD  01235,15.4247922,2003,2002,44.8,2003,2,2,WD  01235
2002,36/3,0645,3,2,59.7,WD  01235,18.7445622,2003,2002,59.7,2003,3,2,WD  01235
2002,36/4,0645,4,2,49.9,WD  01235,16.60260301,2003,2002,49.9,2003,4,2,WD  01235
2002,11/1,07501,1,1,111.4,WD  01200,28.35738847,2002,2002,111.4,2002,1,1,WD  01200
2002,11/2,07501,2,1,106.9,WD  01200,27.60090403,2002,2002,106.9,2002,2,1,WD  01200
2002,11/3,07501,3,1,109.7,WD  01200,28.07299523,2002,2002,109.7,2002,3,1,WD  01200
2002,11/4,07501,4,1,112.2,WD  01200,28.49064948,2002,2002,112.2,2002,4,1,WD  01200
2002,5/1,07501,1,1,110.9,WD  00883,28.27391566,2002,2002,110.9,2002,1,1,WD  00883
2002,5/2,07501,2,1,108.3,WD  00883,27.83752939,2002,2002,108.3,2002,2,1,WD  00883
2002,5/3,07501,3,1,107.5,WD  00883,27.70245821,2002,2002,107.5,2002,3,1,WD  00883
2002,5/4,07501,4,1,101.1,WD  00883,26.60777651,2002,2002,101.1,2002,4,1,WD  00883
2002,3/1,07501,1,1,109.5,WD  00751,28.03942747,2002,2002,109.5,2002,1,1,WD  00751
2002,3/2,07501,2,1,103.2,WD  00751,26.96979672,2002,2002,103.2,2002,2,1,WD  00751
2002,3/3,07501,3,1,108.7,WD  00751,27.90492276,2002,2002,108.7,2002,3,1,WD  00751
2002,3/4,07501,4,1,112.5,WD  00751,28.5405292,2002,2002,112.5,2002,4,1,WD  00751
2002,35/1,07501,1,1,117.5,WD  01232,29.36455986,2002,2002,117.5,2002,1,1,WD  01232
2002,35/2,07501,2,1,125.2,WD  01232,30.60797076,2002,2002,125.2,2002,2,1,WD  01232
2002,35/3,07501,3,1,124.8,WD  01232,30.54410689,2002,2002,124.8,2002,3,1,WD  01232
2002,35/4,07501,4,1,122.9,WD  01232,30.23968471,2002,2002,122.9,2002,4,1,WD  01232
2002,20/1,07501,1,1,105.8,WD  00518,27.41415699,2002,2002,105.8,2002,1,1,WD  00518
2002,20/2,07501,2,1,98.7,WD  00518,26.19052124,2002,2002,98.7,2002,2,1,WD  00518
2002,20/3,07501,3,1,102.7,WD  00518,26.88385731,2002,2002,102.7,2002,3,1,WD  00518
2002,20/4,07501,4,1,97.7,WD  00518,26.0155291,2002,2002,97.7,2002,4,1,WD  00518
2002,2/1,07501,1,1,108.5,WD  00609,27.87123788,2002,2002,108.5,2002,1,1,WD  00609
2002,2/2,07501,2,1,107.9,WD  00609,27.77004137,2002,2002,107.9,2002,2,1,WD  00609
2002,2/3,07501,3,1,113.7,WD  00609,28.73954477,2002,2002,113.7,2002,3,1,WD  00609
2002,2/4,07501,4,1,110.5,WD  00609,28.2070344,2002,2002,110.5,2002,4,1,WD  00609
2002,21/1,07501,1,1,118.3,WD  00555,29.49515767,2002,2002,118.3,2002,1,1,WD  00555
2002,21/2,07501,2,1,109.1,WD  00555,27.97222196,2002,2002,109.1,2002,2,1,WD  00555
2002,21/3,07501,3,1,117.5,WD  00555,29.36455986,2002,2002,117.5,2002,3,1,WD  00555
2002,21/4,07501,4,1,112.6,WD  00555,28.55714454,2002,2002,112.6,2002,4,1,WD  00555
2002,16/1,07501,1,1,119.8,WD  01220,29.73912763,2002,2002,119.8,2002,1,1,WD  01220
2002,16/2,07501,2,1,108.9,WD  01220,27.9385841,2002,2002,108.9,2002,2,1,WD  01220
2002,16/3,07501,3,1,110.1,WD  01220,28.14006107,2002,2002,110.1,2002,3,1,WD  01220
2002,16/4,07501,4,1,115.3,WD  01220,29.00366176,2002,2002,115.3,2002,4,1,WD  01220
2002,33/1,07501,1,1,106.3,WD  01224,27.49913302,2002,2002,106.3,2002,1,1,WD  01224
2002,33/2,07501,2,1,110.2,WD  01224,28.15681306,2002,2002,110.2,2002,2,1,WD  01224
2002,33/3,07501,3,1,103,WD  01224,26.93543998,2002,2002,103,2002,3,1,WD  01224
2002,33/4,07501,4,1,105,WD  01224,27.27787724,2002,2002,105,2002,4,1,WD  01224
2002,14/1,07501,1,1,104.7,WD  01216,27.22667069,2002,2002,104.7,2002,1,1,WD  01216
2002,14/2,07501,2,1,96,WD  01216,25.71647219,2002,2002,96,2002,2,1,WD  01216
2002,14/3,07501,3,1,104.1,WD  01216,27.12409001,2002,2002,104.1,2002,3,1,WD  01216
2002,14/4,07501,4,1,95.1,WD  01216,25.5573336,2002,2002,95.1,2002,4,1,WD  01216
2002,32/1,07501,1,1,106.1,WD  01222,27.46516087,2002,2002,106.1,2002,1,1,WD  01222
2002,32/2,07501,2,1,105,WD  01222,27.27787724,2002,2002,105,2002,2,1,WD  01222
2002,32/3,07501,3,1,110.8,WD  01222,28.25720395,2002,2002,110.8,2002,3,1,WD  01222
2002,32/4,07501,4,1,100.8,WD  01222,26.55582706,2002,2002,100.8,2002,4,1,WD  01222
2002,19/1,07501,1,1,107.3,WD  01234,27.66863081,2002,2002,107.3,2002,1,1,WD  01234
2002,19/2,07501,2,1,97.7,WD  01234,26.0155291,2002,2002,97.7,2002,2,1,WD  01234
2002,19/3,07501,3,1,107.5,WD  01234,27.70245821,2002,2002,107.5,2002,3,1,WD  01234
2002,19/4,07501,4,1,104.2,WD  01234,27.14120236,2002,2002,104.2,2002,4,1,WD  01234
2002,24/1,07501,1,1,104.9,WD  01189,27.26081457,2002,2002,104.9,2002,1,1,WD  01189
2002,24/2,07501,2,1,109.2,WD  01189,27.9890321,2002,2002,109.2,2002,2,1,WD  01189
2002,24/3,07501,3,1,109.6,WD  01189,28.05621426,2002,2002,109.6,2002,3,1,WD  01189
2002,24/4,07501,4,1,99.3,WD  01189,26.29519316,2002,2002,99.3,2002,4,1,WD  01189
2002,25/1,07501,1,1,97.4,WD  01190,25.96289892,2002,2002,97.4,2002,1,1,WD  01190
2002,25/2,07501,2,1,92.4,WD  01190,25.07644745,2002,2002,92.4,2002,2,1,WD  01190
2002,25/3,07501,3,1,100.8,WD  01190,26.55582706,2002,2002,100.8,2002,3,1,WD  01190
2002,25/4,07501,4,1,90.9,WD  01190,24.806982,2002,2002,90.9,2002,4,1,WD  01190
2002,23/1,07501,1,1,99.4,WD  01188,26.31261508,2002,2002,99.4,2002,1,1,WD  01188
2002,23/2,07501,2,1,86.6,WD  01188,24.02498293,2002,2002,86.6,2002,2,1,WD  01188
2002,23/3,07501,3,1,87,WD  01188,24.09834002,2002,2002,87,2002,3,1,WD  01188
2002,23/4,07501,4,1,80.1,WD  01188,22.81425607,2002,2002,80.1,2002,4,1,WD  01188
2002,31/1,07501,1,1,88.4,WD  01217,24.35408672,2002,2002,88.4,2002,1,1,WD  01217
2002,31/2,07501,2,1,90.5,WD  01217,24.73483987,2002,2002,90.5,2002,2,1,WD  01217
2002,31/3,07501,3,1,94.4,WD  01217,25.43316316,2002,2002,94.4,2002,3,1,WD  01217
2002,31/4,07501,4,1,97.5,WD  01217,25.98044915,2002,2002,97.5,2002,4,1,WD  01217
2002,15/1,07501,1,1,111.8,WD  01219,28.42406427,2002,2002,111.8,2002,1,1,WD  01219
2002,15/2,07501,2,1,105.3,WD  01219,27.32902823,2002,2002,105.3,2002,2,1,WD  01219
2002,15/3,07501,3,1,111.3,WD  01219,28.34070532,2002,2002,111.3,2002,3,1,WD  01219
2002,15/4,07501,4,1,109.6,WD  01219,28.05621426,2002,2002,109.6,2002,4,1,WD  01219
2002,27/1,07501,1,1,100.6,WD  01209,26.52116144,2002,2002,100.6,2002,1,1,WD  01209
2002,27/2,07501,2,1,109.5,WD  01209,28.03942747,2002,2002,109.5,2002,2,1,WD  01209
2002,27/3,07501,3,1,96.9,WD  01209,25.87504485,2002,2002,96.9,2002,3,1,WD  01209
2002,27/4,07501,4,1,94.8,WD  01209,25.50416037,2002,2002,94.8,2002,4,1,WD  01209
2002,17/1,07501,1,1,120,WD  01230,29.77156903,2002,2002,120,2002,1,1,WD  01230
2002,17/2,07501,2,1,107.8,WD  01230,27.75315452,2002,2002,107.8,2002,2,1,WD  01230
2002,17/3,07501,3,1,115.7,WD  01230,29.06947293,2002,2002,115.7,2002,3,1,WD  01230
2002,17/4,07501,4,1,114.7,WD  01230,28.90478211,2002,2002,114.7,2002,4,1,WD  01230
